
TRACE LEVEL = 2
   2.04s TraceLog.cpp  214: Command line: ""
  63.67s vehgfx.cpp    798: Exited AdjustVehicleLiveryMaterials
  63.73s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: 992GT3R_HUDLED_ALB / 992GT3R_HUDLED_ALB 
  63.73s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: 992GT3R_HUDBAR_ALBA / 992GT3R_HUDBAR_ALBA 
  63.73s ContentLoadi   90: LMU Warning : Texture is srgb while linear was expected by the stage/texture-flags: 992GT3R-24_HUD_ALARMS_ALB / 992GT3R-24_HUD_ALARMS_ALB 
  63.73s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\911GT3R_2024\1.13\992GT3R-24.HDV 
  63.73s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
  63.73s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
  63.73s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
  63.73s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  63.73s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  63.73s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  63.73s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  63.75s garage.cpp   1477: Enforcing garage tire rules
  63.75s garage.cpp   1563: Enforced selection: 1/2, 1/2, 1/2, 1/2
  63.92s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\911GT3R_2024\1.13\992GT3R-24.HDV 
  63.92s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
  63.92s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
  63.92s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
  63.92s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  63.92s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  63.92s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  63.92s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  63.92s garage.cpp   1477: Enforcing garage tire rules
  63.92s garage.cpp   1563: Enforced selection: 1/2, 1/2, 1/2, 1/2
  63.95s Texture.cpp   111: Failed to find FONTREAD.BMP / FONTREAD in mas files.
  63.95s ContentLoadi   90: LMU Warning : Could not find texture in mas files: FONTREAD.BMP / FONTREAD 
  63.95s vehgfx.cpp   3862: Exiting VehGraphics::Init()
  63.95s slot.cpp      564: sound init
  63.95s slot.cpp      587: CreateGeometries()
  63.95s jsonUtil.cpp  174: File: Unknown file is not a valid json!
  63.95s ContentLoadi   90: LMU Warning : File: Unknown file is in json5 format, was converted automatically to json but need to be fixed 
  63.95s ContentLoadi   90: LMU Warning : Desc::WindscreenScalar value missing from json 
  63.95s ContentLoadi   90: LMU Warning : Desc::BodyScalar value missing from json 
  63.95s ContentLoadi   90: LMU Warning : Desc::ActiveWipers value missing from json 
  63.96s slot.cpp      602: ResetRearViewInitialized()
  63.96s slot.cpp      615: Exited Slot::LoadGraphicsAndSound()
  63.96s slot.cpp      826: finished score init
  63.96s slot.cpp      842: finished pit and garage unassigning
  63.96s slot.cpp      867: finished activating vehicle with coll manager
  63.96s garageLoad.c 1616: Requested Setup: ai default for Vehicle Iron Dames 2025 #85:WEC & Track SPAWEC. Found setup: GT3_992GT3R_Balanced_Spa.svm
  63.96s slot.cpp      876: finished garage AutoLoadSingleSlot
  63.96s slot.cpp      897: finished replay participant timer, tl=0
  63.96s slot.cpp      906: Exited Slot::Init()
  63.96s slot.cpp      683: Entered Slot::Init(14)
  63.96s driver.cpp   3237: Initializing Driver
  63.96s slot.cpp      770: finished driver init, tl=0
  63.96s slot.cpp      509: Entered Slot::LoadGraphicsAndSound()
  63.98s slot.cpp      523: adding mas files
  63.98s slot.cpp      554: pit init
  64.00s Masfile.cpp  2603: Error opening MAS file layoutspaend.mas
  64.00s slot.cpp      559: graphics init
  64.00s vehgfx.cpp   2686: Entered VehGraphics::Init()
  64.00s setup.cpp     872: Logging Vehicle: Akkodis ASP Team 2025 #87:WEC
  64.00s setup.cpp     875: Component Name: LexusRCF_GT3_2024
  64.00s setup.cpp     877: Component Version: 1.07
  64.00s setup.cpp     879: Component Sig: 3ddadb8e1753c11b451d33390d70799a57573da96011d3e3a65d37514f7f361d
  64.00s setup.cpp     881: Team Mas File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\car-upgrade.mas
  64.00s setup.cpp     884: VEH File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\87_25_AKKO208CDD39.VEH
  64.00s setup.cpp     886: HDV File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3.HDV
  64.00s setup.cpp     888: Head File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\HEADPHYSICS_GT.INI
  64.00s setup.cpp     890: SFX File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3-SND.JSON
  64.00s setup.cpp     892: Cockpit File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3_COCKPITINFO.INI
  64.00s setup.cpp     894: Gen File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3.GEN
  64.00s setup.cpp     896: Spinner Gen File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3_SPINNER.GEN
  64.00s setup.cpp     898: CAM File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3.CAM
  64.00s setup.cpp     900: Default Livery: 87_25_Akkodis_WEC.dds
  64.00s setup.cpp     908: Upgrade File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3_UPGRADES.INI
  64.00s setup.cpp     916: Upgrade Type: AI Tweaks
  64.00s setup.cpp     918: 0: Sebring
  64.00s setup.cpp     918: 1: Sebring School
  64.00s setup.cpp     918: 2: Portimao
  64.00s setup.cpp     918: 3: Spa
  64.00s setup.cpp     918: 4: Le Mans
  64.00s setup.cpp     918: 5: Le Mans Mulsanne
  64.00s setup.cpp     918: 6: Monza
  64.00s setup.cpp     918: 7: Monza Curva Grande
  64.00s setup.cpp     918: 8: Fuji
  64.00s setup.cpp     918: 9: Fuji Classic
  64.00s setup.cpp     918: 10: Bahrain
  64.00s setup.cpp     918: 11: Bahrain Endurance
  64.00s setup.cpp     918: 12: Bahrain Outer
  64.00s setup.cpp     918: 13: Bahrain Paddock
  64.00s setup.cpp     918: 14: Imola
  64.00s setup.cpp     918: 15: COTA
  64.00s setup.cpp     918: 16: COTA National
  64.00s setup.cpp     918: 17: Interlagos
  64.00s setup.cpp     918: 18: Lusail
  64.00s setup.cpp     918: 19: Lusail Short
  64.00s setup.cpp     918: 20: Silverstone
  64.00s setup.cpp     918: 21: Paul Ricard
  64.00s setup.cpp     916: Upgrade Type: Estimates
  64.00s setup.cpp     918: 0: Sebring
  64.00s setup.cpp     918: 1: Sebring School
  64.00s setup.cpp     918: 2: Portimao
  64.00s setup.cpp     918: 3: Spa
  64.00s setup.cpp     918: 4: Le Mans
  64.00s setup.cpp     918: 5: Le Mans Mulsanne
  64.00s setup.cpp     918: 6: Monza
  64.00s setup.cpp     918: 7: Monza Curva Grande
  64.00s setup.cpp     918: 8: Fuji
  64.00s setup.cpp     918: 9: Fuji Classic
  64.00s setup.cpp     918: 10: Bahrain
  64.00s setup.cpp     918: 11: Bahrain Endurance
  64.00s setup.cpp     918: 12: Bahrain Outer
  64.00s setup.cpp     918: 13: Bahrain Paddock
  64.00s setup.cpp     918: 14: Imola
  64.00s setup.cpp     918: 15: Cota
  64.00s setup.cpp     918: 16: Cota National
  64.00s setup.cpp     918: 17: Interlagos
  64.00s setup.cpp     918: 18: Lusail
  64.00s setup.cpp     918: 19: Lusail Short
  64.00s setup.cpp     918: 20: Silverstone
  64.00s setup.cpp     918: 21: Paul Ricard
  64.00s setup.cpp     916: Upgrade Type: BOP
  64.00s setup.cpp     918: 0: Sebring
  64.00s setup.cpp     918: 1: Sebring School
  64.00s setup.cpp     918: 2: Portimao
  64.00s setup.cpp     918: 3: Spa
  64.00s setup.cpp     918: 4: Le Mans
  64.00s setup.cpp     918: 5: Le Mans Mulsanne
  64.00s setup.cpp     918: 6: Monza
  64.00s setup.cpp     918: 7: Monza Curva Grande
  64.00s setup.cpp     918: 8: Fuji
  64.00s setup.cpp     918: 9: Fuji Classic
  64.00s setup.cpp     918: 10: Bahrain
  64.00s setup.cpp     918: 11: Bahrain Endurance
  64.00s setup.cpp     918: 12: Bahrain Outer
  64.00s setup.cpp     918: 13: Bahrain Paddock
  64.00s setup.cpp     918: 14: Imola
  64.00s setup.cpp     918: 15: COTA
  64.00s setup.cpp     918: 16: COTA National
  64.00s setup.cpp     918: 17: Interlagos
  64.00s setup.cpp     918: 18: Lusail
  64.00s setup.cpp     918: 19: Lusail Short
  64.00s setup.cpp     918: 20: Silverstone
  64.00s setup.cpp     918: 21: Paul Ricard
  64.00s setup.cpp     916: Upgrade Type: Gear ratios
  64.00s setup.cpp     918: 0: Standard
  64.00s setup.cpp     918: 1: Le Mans
  64.00s setup.cpp     916: Upgrade Type: Atmos Conditions
  64.00s setup.cpp     918: 0: Standard Day
  64.00s setup.cpp     918: 1: Sebring
  64.00s setup.cpp     918: 2: Portimao
  64.00s setup.cpp     918: 3: Spa
  64.00s setup.cpp     918: 4: Le Mans
  64.00s setup.cpp     918: 5: Monza
  64.00s setup.cpp     918: 6: Fuji
  64.00s setup.cpp     918: 7: Bahrain
  64.00s setup.cpp     918: 8: Imola
  64.00s setup.cpp     918: 9: COTA
  64.00s setup.cpp     918: 10: Interlagos
  64.00s setup.cpp     918: 11: Qatar
  64.00s setup.cpp     918: 12: Silverstone
  64.00s setup.cpp     918: 13: Paul Ricard
  64.00s util.cpp      407: Current MAS Files:
  64.00s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\car-upgrade.mas
  64.00s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.06\car.mas
  64.00s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Cmaps.mas
  64.00s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Multicar.mas
  64.00s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Vehicles.mas
  64.00s slot.cpp     2335: Upgrade List <Type: Installed (index)>:
  64.00s slot.cpp     2347: AI Tweaks: Spa (3)
  64.00s slot.cpp     2347: Estimates: Spa (3)
  64.00s slot.cpp     2347: BOP: Spa (3)
  64.00s slot.cpp     2347: Gear ratios: Standard (0)
  64.00s slot.cpp     2347: Atmos Conditions: Spa (3)
  64.06s Texture.cpp   111: Failed to find RAINDROPMAP / RAINDROPMAP in mas files.
  64.06s ContentLoadi   90: LMU Warning : Could not find texture in mas files: RAINDROPMAP / RAINDROPMAP 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_2.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_2.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_3.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_3.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_4.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_4.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_2.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_2.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_3.wav 
  64.07s ContentLoadi   90: LMU Warning : Could not find audio file: sounds\992_GT3R_in_pump_3.wav 
  64.57s vehgfx.cpp   7563: VehGraphics::RenameLiveryMaterials
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wccarbody found
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcwindshieldin found
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcwindshieldout found
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcswheel found
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcdriver found
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wchelmet found
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra1 found
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra3 found
  64.57s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra4 found
  64.57s vehgfx.cpp    498: Entered AdjustVehicleLiveryMaterials
  64.57s jsonUtil.cpp  174: File: Unknown file is not a valid json!
  64.57s ContentLoadi   90: LMU Warning : File: Unknown file is in json5 format, was converted automatically to json but need to be fixed 
  64.57s ContentLoadi   90: LMU Warning : Cannot find vinylHeavyMedium parameters in StandardProps file 
  64.57s util.cpp     1229: Unable to adjust texture for material: wcwindshieldin_014, tex0=87_25_Akkodis_WECwindshieldin.dds, tex1=Misc\87_25_Akkodis_WECwindshieldin.dds, tex2=87_25_Akkodis_WECwindshieldin.dds
  64.57s util.cpp     1229: Unable to adjust texture for material: wcwindshieldout_014, tex0=87_25_Akkodis_WECwindshieldout.dds, tex1=Misc\87_25_Akkodis_WECwindshieldout.dds, tex2=87_25_Akkodis_WECwindshieldout.dds
  64.57s vehgfx.cpp    798: Exited AdjustVehicleLiveryMaterials
  64.61s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3.HDV 
  64.61s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
  64.61s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
  64.61s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
  64.61s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  64.61s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  64.61s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  64.61s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  64.61s garage.cpp   1477: Enforcing garage tire rules
  64.61s garage.cpp   1563: Enforced selection: 1/2, 1/2, 1/2, 1/2
  64.76s ContentLoadi   90: LMU Info : Parsing file: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\LexusRCF_GT3_2024\1.07\LEXUS_RCF_GT3.HDV 
  64.76s ContentLoadi   90: LMU Warning : Failed to load 3 double values for: FWLiftHeightPlus 
  64.76s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorDrag 
  64.76s ContentLoadi   90: LMU Warning : Failed to load double for: RadiatorLift 
  64.76s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  64.76s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  64.76s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  64.76s ContentLoadi   90: LMU Warning : Has provided some BrakeAirFlowParameters, but is missing a valid: BrakeAirFlowMinSpeed 
  64.76s garage.cpp   1477: Enforcing garage tire rules
  64.76s garage.cpp   1563: Enforced selection: 1/2, 1/2, 1/2, 1/2
  64.79s Texture.cpp   111: Failed to find FONTREAD.BMP / FONTREAD in mas files.
  64.79s ContentLoadi   90: LMU Warning : Could not find texture in mas files: FONTREAD.BMP / FONTREAD 
  64.79s vehgfx.cpp   3862: Exiting VehGraphics::Init()
  64.79s slot.cpp      564: sound init
  64.79s slot.cpp      587: CreateGeometries()
  64.79s ContentLoadi   90: LMU Warning : Desc::ActiveWipers value missing from json 
  64.81s slot.cpp      602: ResetRearViewInitialized()
  64.81s slot.cpp      615: Exited Slot::LoadGraphicsAndSound()
  64.81s slot.cpp      826: finished score init
  64.81s slot.cpp      842: finished pit and garage unassigning
  64.81s slot.cpp      867: finished activating vehicle with coll manager
  64.81s garageLoad.c 1616: Requested Setup: ai default for Vehicle Akkodis ASP Team 2025 #87:WEC & Track SPAWEC. Found setup: GT3_RCF_Balanced_Spa.svm
  64.81s slot.cpp      876: finished garage AutoLoadSingleSlot
  64.81s slot.cpp      897: finished replay participant timer, tl=0
  64.81s slot.cpp      906: Exited Slot::Init()
  64.81s slot.cpp      683: Entered Slot::Init(15)
  64.81s driver.cpp   3237: Initializing Driver
  64.81s slot.cpp      770: finished driver init, tl=0
  64.81s slot.cpp      509: Entered Slot::LoadGraphicsAndSound()
  64.82s slot.cpp      523: adding mas files
  64.82s slot.cpp      554: pit init
  64.84s Masfile.cpp  2603: Error opening MAS file layoutspaend.mas
  64.84s slot.cpp      559: graphics init
  64.84s vehgfx.cpp   2686: Entered VehGraphics::Init()
  64.84s setup.cpp     872: Logging Vehicle: Proton Competition 2025 #88:WEC
  64.84s setup.cpp     875: Component Name: Ford_Mustang_GT3_2024
  64.84s setup.cpp     877: Component Version: 1.13
  64.84s setup.cpp     879: Component Sig: b5e5667eebfb50d1ab6ca6edd0c571daeb490e6d0133d9ff50222de31cf841fb
  64.84s setup.cpp     881: Team Mas File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\car-upgrade.mas
  64.84s setup.cpp     884: VEH File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\88_25_PROT96BF1930.VEH
  64.84s setup.cpp     886: HDV File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\FMGT3.HDV
  64.84s setup.cpp     888: Head File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\HEADPHYSICS_GT.INI
  64.84s setup.cpp     890: SFX File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\FORD_MUSTANG_GT3-SND.JSON
  64.84s setup.cpp     892: Cockpit File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\FORD_MUSTANG_GT3_COCKPITINFO.INI
  64.84s setup.cpp     894: Gen File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\FORD_MUSTANG_GT3.GEN
  64.84s setup.cpp     896: Spinner Gen File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\FORD_MUSTANG_GT3_SPINNER.GEN
  64.84s setup.cpp     898: CAM File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\FORD_MUSTANG_GT3.CAM
  64.84s setup.cpp     900: Default Livery: 88_25_Proton_WEC.dds
  64.84s setup.cpp     908: Upgrade File: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\FMGT3_UPGRADES.INI
  64.84s setup.cpp     916: Upgrade Type: AI Tweaks
  64.84s setup.cpp     918: 0: Sebring
  64.84s setup.cpp     918: 1: Sebring School
  64.84s setup.cpp     918: 2: Portimao
  64.84s setup.cpp     918: 3: Spa
  64.84s setup.cpp     918: 4: Le Mans
  64.84s setup.cpp     918: 5: Le Mans Mulsanne
  64.84s setup.cpp     918: 6: Monza
  64.84s setup.cpp     918: 7: Monza Curva Grande
  64.84s setup.cpp     918: 8: Fuji
  64.84s setup.cpp     918: 9: Fuji Classic
  64.84s setup.cpp     918: 10: Bahrain
  64.84s setup.cpp     918: 11: Bahrain Endurance
  64.84s setup.cpp     918: 12: Bahrain Outer
  64.84s setup.cpp     918: 13: Bahrain Paddock
  64.84s setup.cpp     918: 14: Imola
  64.84s setup.cpp     918: 15: COTA
  64.84s setup.cpp     918: 16: COTA National
  64.84s setup.cpp     918: 17: Interlagos
  64.84s setup.cpp     918: 18: Lusail
  64.84s setup.cpp     918: 19: Lusail Short
  64.84s setup.cpp     918: 20: Silverstone
  64.84s setup.cpp     918: 21: Paul Ricard
  64.84s setup.cpp     916: Upgrade Type: Estimates
  64.84s setup.cpp     918: 0: Sebring
  64.84s setup.cpp     918: 1: Sebring School
  64.84s setup.cpp     918: 2: Portimao
  64.84s setup.cpp     918: 3: Spa
  64.84s setup.cpp     918: 4: Le Mans
  64.84s setup.cpp     918: 5: Le Mans Mulsanne
  64.84s setup.cpp     918: 6: Monza
  64.84s setup.cpp     918: 7: Monza Curva Grande
  64.84s setup.cpp     918: 8: Fuji
  64.84s setup.cpp     918: 9: Fuji Classic
  64.84s setup.cpp     918: 10: Bahrain
  64.84s setup.cpp     918: 11: Bahrain Endurance
  64.84s setup.cpp     918: 12: Bahrain Outer
  64.84s setup.cpp     918: 13: Bahrain Paddock
  64.84s setup.cpp     918: 14: Imola
  64.84s setup.cpp     918: 15: Cota
  64.84s setup.cpp     918: 16: Cota National
  64.84s setup.cpp     918: 17: Interlagos
  64.84s setup.cpp     918: 18: Lusail
  64.84s setup.cpp     918: 19: Lusail Short
  64.84s setup.cpp     918: 20: Silverstone
  64.84s setup.cpp     918: 21: Paul Ricard
  64.84s setup.cpp     916: Upgrade Type: BOP
  64.84s setup.cpp     918: 0: Sebring
  64.84s setup.cpp     918: 1: Sebring School
  64.84s setup.cpp     918: 2: Portimao
  64.84s setup.cpp     918: 3: Spa
  64.84s setup.cpp     918: 4: Le Mans
  64.84s setup.cpp     918: 5: Le Mans Mulsanne
  64.84s setup.cpp     918: 6: Monza
  64.84s setup.cpp     918: 7: Monza Curva Grande
  64.84s setup.cpp     918: 8: Fuji
  64.84s setup.cpp     918: 9: Fuji Classic
  64.84s setup.cpp     918: 10: Bahrain
  64.84s setup.cpp     918: 11: Bahrain Endurance
  64.84s setup.cpp     918: 12: Bahrain Outer
  64.84s setup.cpp     918: 13: Bahrain Paddock
  64.84s setup.cpp     918: 14: Imola
  64.84s setup.cpp     918: 15: COTA
  64.84s setup.cpp     918: 16: COTA National
  64.84s setup.cpp     918: 17: Interlagos
  64.84s setup.cpp     918: 18: Lusail
  64.84s setup.cpp     918: 19: Lusail Short
  64.84s setup.cpp     918: 20: Silverstone
  64.84s setup.cpp     918: 21: Paul Ricard
  64.84s setup.cpp     916: Upgrade Type: Gear ratios
  64.84s setup.cpp     918: 0: Standard
  64.84s setup.cpp     918: 1: Le Mans
  64.84s setup.cpp     916: Upgrade Type: Atmos Conditions
  64.84s setup.cpp     918: 0: Standard Day
  64.84s setup.cpp     918: 1: Sebring
  64.84s setup.cpp     918: 2: Portimao
  64.84s setup.cpp     918: 3: Spa
  64.84s setup.cpp     918: 4: Le Mans
  64.84s setup.cpp     918: 5: Monza
  64.84s setup.cpp     918: 6: Fuji
  64.84s setup.cpp     918: 7: Bahrain
  64.84s setup.cpp     918: 8: Imola
  64.84s setup.cpp     918: 9: COTA
  64.84s setup.cpp     918: 10: Interlagos
  64.84s setup.cpp     918: 11: Qatar
  64.84s setup.cpp     918: 12: Silverstone
  64.84s setup.cpp     918: 13: Paul Ricard
  64.84s util.cpp      407: Current MAS Files:
  64.84s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.13\car-upgrade.mas
  64.84s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Installed\Vehicles\Ford_Mustang_GT3_2024\1.12\car.mas
  64.84s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Cmaps.mas
  64.84s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Multicar.mas
  64.84s util.cpp      410: C:\Program Files (x86)\Steam\steamapps\common\Le Mans Ultimate\Core\Vehicles\Vehicles.mas
  64.84s slot.cpp     2335: Upgrade List <Type: Installed (index)>:
  64.84s slot.cpp     2347: AI Tweaks: Spa (3)
  64.84s slot.cpp     2347: Estimates: Spa (3)
  64.84s slot.cpp     2347: BOP: Spa (3)
  64.84s slot.cpp     2347: Gear ratios: Standard (0)
  64.84s slot.cpp     2347: Atmos Conditions: Spa (3)
  65.43s vehgfx.cpp   7563: VehGraphics::RenameLiveryMaterials
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wccarbody found
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcwindshieldin found
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcwindshieldout found
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcswheel found
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcdriver found
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wchelmet found
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra1 found
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra3 found
  65.43s vehgfx.cpp   7589: VehGraphics::RenameLiveryMaterials matName wcextra4 found
  65.43s vehgfx.cpp    498: Entered AdjustVehicleLiveryMaterials
  65.43s jsonUtil.cpp  174: File: Unknown file is not a valid json!
  65.43s ContentLoadi   90: LMU Warning : File: Unknown file is in json5 format, was converted automatically to json but need to be fixed 
